Data Transakcji;Konto;Oddzia³; Sumy Kwot 
21.01.16;65700;110;178,59 z³
29.09.10;65710;110;550,09 z³
13.07.17;65730;110;14 550,00 z³
9.04.13;65740;110;368,21 z³
5.06.13;65750;110;487,91 z³
13.10.10;65760;110;23 043,00 z³
19.06.15;65770;110;0,49 z³
3.10.09;65900;170;54,68 z³
12.04.10;66010;130;42 525,00 z³
31.08.11;66020;130;153,67 z³
29.06.10;66030;130;33 604,00 z³
21.04.14;66040;130;13 667,00 z³
28.04.12;66050;130;33,71 z³
2.08.11;66070;130;18 111,00 z³
8.07.16;66080;130;29 952,00 z³
28.02.12;66090;130;24 289,00 z³
27.04.10;66100;130;43 191,00 z³
24.06.10;66110;130;0,50 z³
6.03.11;66120;130;11 689,00 z³
19.07.17;66130;130;59,59 z³
11.06.10;66510;140;42 488,00 z³
9.12.12;66520;140;28,29 z³
29.09.11;66530;140;20,41 z³
5.11.15;66550;140;36 130,00 z³
23.08.15;68050;170;0,02 z³
17.04.13;61510;150;43,69 z³
28.04.12;61520;150;115,78 z³
1.11.16;61530;150;34,90 z³
15.09.16;61540;150;21 217,00 z³
25.08.12;61550;150;108,82 z³
10.12.15;61560;150;14 032,00 z³
30.11.16;61570;150;116,36 z³
24.05.12;62010;150;562,06 z³
26.03.17;62020;150;239,76 z³
30.04.17;62030;150;0,38 z³
17.08.16;62099;150;15,39 z³
15.11.14;62510;120;91,32 z³
25.04.13;62520;120;31,79 z³
31.03.13;62530;120;15,20 z³
18.08.17;62550;120;31,09 z³
18.11.09;62560;120;34 182,00 z³
12.07.11;63050;150;24 473,00 z³
18.06.13;64000;150;181,84 z³
19.06.17;64010;150;42 382,00 z³
16.05.17;64020;150;33 329,00 z³
6.10.14;65540;110;369,92 z³
21.06.17;65550;110;39,90 z³
26.06.10;65570;110;26 330,00 z³
15.10.09;65590;110;37,44 z³
15.07.10;65600;110;186,84 z³
30.08.17;65610;110;26,80 z³
15.03.17;65660;110;42 504,00 z³
10.07.09;65690;110;39,85 z³
14.03.13;65700;110;178,59 z³
3.09.09;65710;110;550,09 z³
12.02.17;65730;110;14 550,00 z³
12.06.15;65740;110;368,21 z³
30.03.12;65750;110;487,91 z³
30.12.16;65760;110;23 043,00 z³
9.10.11;65770;110;0,49 z³
4.04.12;65900;170;54,68 z³
11.03.13;66010;130;42 525,00 z³
14.03.13;66020;130;153,67 z³
4.07.14;66030;130;33 604,00 z³
11.02.10;66040;130;13 667,00 z³
30.04.14;66050;130;33,71 z³
4.09.14;66070;130;18 111,00 z³
19.01.12;66080;130;29 952,00 z³
13.04.14;66090;130;24 289,00 z³
6.09.15;66100;130;43 191,00 z³
11.08.10;66110;130;0,50 z³
6.09.11;66120;130;11 689,00 z³
5.07.11;66130;130;59,59 z³
27.08.17;66510;140;42 488,00 z³
18.04.12;66520;140;28,29 z³
2.07.17;66530;140;20,41 z³
10.05.14;66550;140;36 130,00 z³
13.03.10;68050;170;0,02 z³
20.05.16;71010;120;453,23 z³
19.01.14;71020;120;210,23 z³
7.01.13;71030;120;74,01 z³
15.02.17;71040;120;0,94 z³
6.11.13;71050;120;167,32 z³
30.04.14;71060;120;63,44 z³
13.04.14;71070;120;87,87 z³
29.05.17;71080;120;32 295,00 z³
5.01.17;71160;150;82,42 z³
11.03.12;71170;150;221,36 z³
18.01.12;71180;150;14,47 z³
6.01.15;71190;150;36 220,00 z³
10.10.09;71200;150;39,97 z³
28.10.10;71240;150;204,71 z³
18.12.15;71299;150;13,35 z³
24.05.17;71310;150; 1,947,15 
25.03.15;71325;150;448,49 z³
24.01.10;71550;150;54,28 z³
13.06.14;71560;140;51,62 z³
1.04.12;72010;110; 2,011,89 
7.08.13;72020;110; 2,916,51 
17.01.10;72040;130;305,64 z³
14.12.12;72050;140;409,72 z³
30.09.12;72060;150; 2,753,11 
6.09.15;72070;150; 3,171,06 
20.05.14;72090;150;597,07 z³
10.11.15;72100;150;15,44 z³
13.01.17;72110;160; 2,168,18 
10.02.10;72120;160; 2,669,42 
3.07.12;72130;160;261,76 z³
12.06.10;72140;160;572,62 z³
13.01.17;72150;165; 1,343,38 
30.03.13;72160;170; 1,408,03 
25.08.17;72999;150;252,28 z³
19.04.17;73010;110;148,38 z³
5.03.14;73010;130;42 719,00 z³
29.09.14;73010;140;16,56 z³
20.07.11;73010;150;242,33 z³
9.12.11;73010;160;215,52 z³
21.07.10;73010;165;50,08 z³
20.07.17;73010;170;150,72 z³
7.07.11;73020;110;85,30 z³
15.12.15;73020;130;27 211,00 z³
2.08.15;73020;140;17 015,00 z³
17.02.14;73020;150;150,06 z³
3.04.14;73020;160;113,41 z³
16.12.11;73020;165;25,80 z³
8.10.15;73020;170;23,18 z³
5.06.10;73030;110;220,42 z³
11.11.09;73030;150;293,27 z³
9.03.17;73030;160;186,59 z³
25.06.11;73030;165;59,59 z³
26.05.14;73030;170;18,59 z³
14.06.17;73040;110;139,32 z³
24.10.11;73040;150;176,04 z³
2.09.12;73040;160;90,72 z³
25.10.13;73040;165;29,16 z³
17.12.15;73050;110;36,29 z³
15.12.11;73050;130;11 780,00 z³
17.03.17;73050;140;46 113,00 z³
1.10.13;73050;150;64,29 z³
27.05.16;73050;160;50,54 z³
19.05.17;73050;165;42 593,00 z³
14.03.14;73050;170;20,33 z³
12.10.14;80990;110;826,80 z³
28.05.12;81010;110;23,36 z³
29.10.16;81010;160;103,28 z³
17.06.14;81040;160;76,36 z³
7.06.17;81050;160;494,99 z³
8.08.17;81090;160;245,20 z³
6.11.12;81100;160;74,30 z³
7.12.10;81110;160;29 707,00 z³
11.08.14;81120;160;14,40 z³
7.11.10;81130;160;54,34 z³
12.03.15;81150;160;18,24 z³
31.07.10;81170;160;86,03 z³
25.02.12;81200;160;115,43 z³
21.09.16;81210;160;42 684,00 z³
3.12.09;81220;160;0,70 z³
17.10.13;81230;160;127,03 z³
12.03.12;81270;160;38,12 z³
14.05.12;81280;160;46 023,00 z³
15.05.17;81350;160;17 746,00 z³
29.05.10;81900;165;16 558,00 z³
12.07.13;82030;130;13,87 z³
25.08.13;82040;130;22,22 z³
26.07.14;82050;150; 2,212,38 
14.08.16;82060;170;279,06 z³
24.05.17;83010;170;56,00 z³
24.04.10;83020;130;66,24 z³
2.11.10;83020;160;214,27 z³
8.08.13;83020;170;471,47 z³
24.11.12;83030;150;92,44 z³
6.06.17;83050;170;207,41 z³
24.11.12;83060;170;124,58 z³
5.01.16;83070;170;134,77 z³
18.06.17;84020;130;206,28 z³
3.06.11;84020;170;133,69 z³
23.07.11;84030;150;58,50 z³
26.10.15;85010;170;87,62 z³
24.03.15;85510;170;558,00 z³
2.05.16;86010;110;200,80 z³
2.08.14;86010;130;24 381,00 z³
8.11.12;86010;140;17 564,00 z³
31.08.14;86010;150;417,11 z³
1.12.10;86010;160;78,98 z³
25.05.16;86010;165;14,21 z³
3.05.14;86010;170;15,51 z³
22.02.11;86020;150;27 089,00 z³
3.03.11;86030;110;46,23 z³
2.09.09;86040;110; 1,454,50 
22.06.13;86040;150;108,81 z³
27.02.10;86050;110;101,42 z³
23.08.13;86050;150;58,01 z³
26.08.11;86050;160;139,94 z³
8.04.15;86100;110;159,76 z³
26.03.14;86100;120;72,23 z³
25.03.13;86100;150;61,94 z³
22.08.12;86100;160;22 494,00 z³
24.04.14;86100;170;170,70 z³
2.10.14;86140;110;53,59 z³
31.05.10;86150;110;139,36 z³
19.12.14;86180;110;32 540,00 z³
25.01.10;86180;140;42 660,00 z³
3.03.15;86180;160;866,70 z³
3.03.10;86200;150;395,22 z³
1.10.16;86200;160;98,02 z³
4.12.16;86260;120;42,34 z³
22.09.13;86270;150;47,68 z³
23.12.12;86280;150;178,73 z³
25.09.16;86290;150;184,10 z³
15.11.13;86310;150;66,87 z³
18.11.09;86330;150;349,00 z³
4.07.14;86350;150;105,02 z³
17.07.10;86360;150;180,00 z³
18.10.12;86400;170;0,05 z³
22.09.11;86450;170;22,55 z³
10.09.09;86820;170;25 569,00 z³
28.03.11;86830;170;30,30 z³
21.05.13;86840;170;21 976,00 z³
3.01.17;61510;150;43,69 z³
9.02.14;61520;150;115,78 z³
27.04.15;61530;150;34,90 z³
27.03.12;61540;150;21 217,00 z³
14.01.12;61550;150;108,82 z³
23.01.15;61560;150;14 032,00 z³
20.01.15;61570;150;116,36 z³
28.05.12;62010;150;562,06 z³
8.05.10;62020;150;239,76 z³
13.06.11;62030;150;0,38 z³
1.05.10;62099;150;15,39 z³
10.03.11;62510;120;91,32 z³
22.01.17;62520;120;31,79 z³
23.03.14;62530;120;15,20 z³
12.04.14;62550;120;31,09 z³
7.04.10;62560;120;34 182,00 z³
24.10.11;63050;150;24 473,00 z³
1.10.09;64000;150;181,84 z³
18.11.11;64010;150;42 382,00 z³
18.04.16;64020;150;33 329,00 z³
17.02.11;65540;110;369,92 z³
14.10.10;65550;110;39,90 z³
12.06.14;65570;110;26 330,00 z³
1.04.13;65590;110;37,44 z³
21.11.12;65600;110;186,84 z³
1.02.10;65610;110;26,80 z³
2.09.14;65660;110;42 504,00 z³
13.11.14;65690;110;39,85 z³
10.03.13;65700;110;178,59 z³
3.08.13;65710;110;550,09 z³
23.08.15;65730;110;14 550,00 z³
9.07.11;65740;110;368,21 z³
13.09.13;65750;110;487,91 z³
5.01.11;65760;110;23 043,00 z³
15.07.17;65770;110;0,49 z³
30.03.16;65900;170;54,68 z³
16.05.17;66010;130;42 525,00 z³
25.09.09;66020;130;153,67 z³
10.09.11;66030;130;33 604,00 z³
3.10.15;66040;130;13 667,00 z³
26.07.16;66050;130;33,71 z³
15.04.13;66070;130;18 111,00 z³
18.06.11;66080;130;29 952,00 z³
1.04.12;66090;130;24 289,00 z³
31.03.11;66100;130;43 191,00 z³
22.10.13;66110;130;0,50 z³
14.09.11;66120;130;11 689,00 z³
9.03.15;66130;130;59,59 z³
21.01.14;66510;140;42 488,00 z³
28.11.12;66520;140;28,29 z³
10.01.10;66530;140;20,41 z³
24.02.13;66550;140;36 130,00 z³
7.06.11;68050;170;0,02 z³
27.02.14;61510;150;58,25 z³
17.03.10;61520;150;154,37 z³
5.10.16;61530;150;46,53 z³
15.09.15;61540;150;16 497,00 z³
26.12.14;61550;150;145,09 z³
18.04.11;61560;150;18 476,00 z³
17.11.09;61570;150;155,15 z³
23.07.11;62010;150;749,42 z³
12.04.14;62020;150;319,67 z³
21.11.12;62030;150;0,50 z³
9.01.15;62099;150;20,53 z³
3.11.10;62510;120;121,76 z³
13.08.16;62520;120;42,39 z³
13.02.11;62530;120;20,27 z³
23.02.12;62550;120;41,45 z³
25.08.17;62560;120;33 543,00 z³
16.07.16;63050;150;44 958,00 z³
18.01.13;64000;150;242,45 z³
25.08.10;64010;150;17,34 z³
22.01.10;64020;150;20 241,00 z³
31.08.16;65540;110;493,22 z³
22.02.17;65550;110;53,20 z³
28.09.16;65570;110;23 071,00 z³
11.10.11;65590;110;49,92 z³
24.12.10;65600;110;249,12 z³
2.09.13;65610;110;35,74 z³
31.07.17;65660;110;18,74 z³
16.03.12;65690;110;53,14 z³
6.08.12;65700;110;238,12 z³
15.06.17;65710;110;733,45 z³
5.07.11;65730;110;15,19 z³
24.09.16;65740;110;490,95 z³
6.02.15;65750;110;650,55 z³
6.09.10;65760;110;18 688,00 z³
21.11.15;65770;110;0,65 z³
30.06.12;65900;170;72,90 z³
19.02.17;66010;130;15 097,00 z³
26.04.12;66020;130;204,90 z³
28.06.17;66030;130;20 486,00 z³
10.12.12;66040;130;18 111,00 z³
7.03.11;66050;130;44,95 z³
13.06.12;66070;130;11 994,00 z³
6.08.16;66080;130;15 738,00 z³
22.10.14;66090;130;44 470,00 z³
22.10.09;66100;130;20 941,00 z³
26.11.10;66110;130;0,67 z³
2.02.14;66120;130;27 760,00 z³
19.12.13;66130;130;79,46 z³
22.12.12;66510;140;37,39 z³
23.04.16;66520;140;37,71 z³
23.07.10;66530;140;27,22 z³
27.11.10;66550;140;17,30 z³
3.02.17;68050;170;0,03 z³
26.04.16;61510;150;52,14 z³
1.04.15;61520;150;138,17 z³
22.11.12;61530;150;41,65 z³
23.09.10;61540;150;42 585,00 z³
27.03.14;61550;150;129,86 z³
12.01.17;61560;150;22 463,00 z³
21.01.16;61570;150;138,87 z³
16.03.13;62010;150;670,77 z³
19.12.16;62020;150;286,13 z³
4.10.14;62030;150;0,45 z³
26.04.15;62099;150;18,37 z³
22.06.16;62510;120;108,98 z³
27.06.12;62520;120;37,94 z³
28.08.14;62530;120;18,14 z³
10.01.13;62550;120;37,10 z³
20.08.12;62560;120;24 381,00 z³
12.07.10;63050;150;2,00 z³
28.03.12;64000;150;217,01 z³
2.02.15;64010;150;15,52 z³
6.02.15;64020;150;31 533,00 z³
10.08.11;65540;110;441,46 z³
13.08.10;65550;110;47,62 z³
2.06.15;65570;110;45 717,00 z³
28.02.13;65590;110;44,68 z³
28.10.09;65600;110;222,98 z³
28.09.13;65610;110;31,99 z³
3.02.15;65660;110;16,77 z³
20.04.12;65690;110;47,56 z³
6.08.14;65700;110;213,14 z³
25.06.12;65710;110;656,48 z³
2.09.14;65730;110;13,59 z³
11.01.13;65740;110;439,43 z³
26.07.10;65750;110;582,28 z³
12.11.16;65760;110;41 699,00 z³
14.10.09;65770;110;0,58 z³
26.02.14;65900;170;65,25 z³
6.08.09;66010;130;30 773,00 z³
5.04.17;66020;130;183,40 z³
7.10.15;66030;130;47 150,00 z³
24.07.12;66040;130;22 098,00 z³
27.04.16;66050;130;40,23 z³
16.07.17;66070;130;41 913,00 z³
18.03.11;66080;130;43 132,00 z³
20.01.11;66090;130;41 883,00 z³
26.01.16;66100;130;36 251,00 z³
2.11.13;66110;130;0,60 z³
27.07.16;66120;130;21 186,00 z³
25.02.12;66130;130;71,12 z³
30.10.15;66510;140;33,47 z³
6.04.12;66520;140;33,76 z³
16.10.09;66530;140;24,36 z³
23.08.13;66550;140;15,49 z³
22.10.16;68050;170;0,02 z³
7.01.11;61510;150;48,54 z³
20.03.11;61520;150;128,64 z³
24.10.16;61530;150;38,77 z³
6.08.14;61540;150;31 809,00 z³
9.02.10;61550;150;120,91 z³
3.11.09;61560;150;42 589,00 z³
3.07.10;61570;150;129,29 z³
25.09.10;62010;150;624,51 z³
17.12.15;62020;150;266,40 z³
21.09.12;62030;150;0,42 z³
15.04.13;62099;150;42 660,00 z³
5.11.16;62510;120;101,46 z³
3.09.14;62520;120;35,32 z³
24.09.12;62530;120;16,89 z³
27.10.10;62550;120;34,54 z³
12.04.16;62560;120;34 213,00 z³
9.03.11;63050;150;31 413,00 z³
27.12.11;64000;150;202,04 z³
18.07.17;64010;150;14,45 z³
5.11.13;64020;150;16 923,00 z³
31.05.14;65540;110;411,02 z³
9.03.13;65550;110;44,33 z³
8.03.17;65570;110;42 403,00 z³
28.07.10;65590;110;41,60 z³
11.03.13;65600;110;207,60 z³
3.09.11;65610;110;29,78 z³
30.07.12;65660;110;15,62 z³
4.09.16;65690;110;44,28 z³
10.03.10;65700;110;198,44 z³
14.10.12;65710;110;611,21 z³
17.09.13;65730;110;24 442,00 z³
14.07.16;65740;110;409,13 z³
17.05.10;65750;110;542,13 z³
21.09.17;65760;110;33 635,00 z³
28.09.11;65770;110;0,54 z³
15.01.15;65900;170;60,75 z³
28.07.13;66010;130;18 719,00 z³
7.12.15;66020;130;170,75 z³
14.04.16;66030;130;41 306,00 z³
3.11.15;66040;130;42 558,00 z³
14.10.16;66050;130;37,46 z³
15.01.13;66070;130;16 316,00 z³
6.06.16;66080;130;42 431,00 z³
20.07.11;66090;130;18 841,00 z³
20.05.16;66100;130;23 833,00 z³
11.09.13;66110;130;0,56 z³
30.06.17;66120;130;17 168,00 z³
21.08.16;66130;130;66,22 z³
26.09.15;66510;140;31,16 z³
4.10.09;66520;140;31,43 z³
3.03.14;66530;140;22,68 z³
13.11.09;66550;140;14,42 z³
7.03.13;68050;170;0,02 z³
7.02.14;61510;150;48,54 z³
2.08.11;61520;150;128,64 z³
14.07.12;61530;150;38,77 z³
12.11.14;61540;150;31 809,00 z³
8.06.10;61550;150;120,91 z³
15.06.14;61560;150;42 589,00 z³
9.08.14;61570;150;129,29 z³
17.01.14;62010;150;624,51 z³
22.10.11;62020;150;266,40 z³
1.09.12;62030;150;0,42 z³
23.09.11;62099;150;42 660,00 z³
19.07.13;62510;120;101,46 z³
9.02.15;62520;120;35,32 z³
3.05.16;62530;120;16,89 z³
3.11.09;62550;120;34,54 z³
14.07.09;62560;120;34 213,00 z³
16.11.10;63050;150;31 413,00 z³
3.11.16;64000;150;202,04 z³
5.10.11;64010;150;14,45 z³
27.06.12;64020;150;16 923,00 z³
12.03.17;65540;110;411,02 z³
8.09.17;65550;110;44,33 z³
8.05.11;65570;110;42 403,00 z³
11.11.14;65590;110;41,60 z³
6.12.16;65600;110;207,60 z³
1.10.15;65610;110;29,78 z³
10.12.11;65660;110;15,62 z³
11.08.10;65690;110;44,28 z³
17.10.09;65700;110;198,44 z³
17.01.17;65710;110;611,21 z³
3.07.12;65730;110;24 442,00 z³
30.08.16;65740;110;409,13 z³
20.05.15;65750;110;542,13 z³
28.09.11;65760;110;33 635,00 z³
14.09.17;65770;110;0,54 z³
13.12.14;65900;170;60,75 z³
7.03.14;66010;130;18 719,00 z³
29.09.10;66020;130;170,75 z³
24.09.11;66030;130;41 306,00 z³
28.07.09;66040;130;42 558,00 z³
27.05.17;66050;130;37,46 z³
13.11.12;66070;130;16 316,00 z³
30.08.17;66080;130;42 431,00 z³
23.06.11;66090;130;18 841,00 z³
10.09.09;66100;130;23 833,00 z³
1.07.13;66110;130;0,56 z³
9.12.09;66120;130;17 168,00 z³
12.12.11;66130;130;66,22 z³
22.09.16;66510;140;31,16 z³
29.04.12;66520;140;31,43 z³
6.07.16;66530;140;22,68 z³
29.09.11;66550;140;14,42 z³
8.05.12;68050;170;0,02 z³
21.01.13;61510;150;48,54 z³
19.10.15;61520;150;128,64 z³
4.06.15;61530;150;38,77 z³
6.01.10;61540;150;31 809,00 z³
13.06.13;61550;150;120,91 z³
14.01.15;61560;150;42 589,00 z³
14.10.14;61570;150;129,29 z³
5.11.09;62010;150;624,51 z³
14.10.15;62020;150;266,40 z³
10.12.10;62030;150;0,42 z³
21.05.10;62099;150;42 660,00 z³
22.03.14;62510;120;101,46 z³
27.01.17;62520;120;35,32 z³
22.07.16;62530;120;16,89 z³
23.09.15;62550;120;34,54 z³
11.12.12;62560;120;34 213,00 z³
10.07.14;63050;150;31 413,00 z³
6.08.10;64000;150;202,04 z³
14.09.17;64010;150;14,45 z³
4.08.13;64020;150;16 923,00 z³
6.12.10;65540;110;411,02 z³
2.09.13;65550;110;44,33 z³
5.06.15;65570;110;42 403,00 z³
15.05.17;65590;110;41,60 z³
24.11.15;65600;110;207,60 z³
22.01.12;65610;110;29,78 z³
19.09.16;65660;110;15,62 z³
6.06.13;65690;110;44,28 z³
3.08.16;65700;110;198,44 z³
14.02.12;65710;110;611,21 z³
9.10.13;65730;110;24 442,00 z³
22.09.11;65740;110;409,13 z³
3.12.15;65750;110;542,13 z³
25.06.15;65760;110;33 635,00 z³
21.11.12;65770;110;0,54 z³
3.08.13;65900;170;60,75 z³
29.10.14;66010;130;18 719,00 z³
23.12.10;66020;130;170,75 z³
4.06.13;66030;130;41 306,00 z³
26.08.09;66040;130;42 558,00 z³
24.10.10;66050;130;37,46 z³
9.03.10;66070;130;16 316,00 z³
29.07.13;66080;130;42 431,00 z³
30.06.14;66090;130;18 841,00 z³
28.03.16;66100;130;23 833,00 z³
13.06.16;66110;130;0,56 z³
3.09.09;66120;130;17 168,00 z³
20.08.11;66130;130;66,22 z³
9.06.17;66510;140;31,16 z³
15.02.11;66520;140;31,43 z³
14.03.17;66530;140;22,68 z³
11.11.14;66550;140;14,42 z³
18.10.11;68050;170;0,02 z³
25.08.12;61510;150;48,54 z³
26.01.15;61520;150;128,64 z³
18.06.12;61530;150;38,77 z³
24.12.14;61540;150;31 809,00 z³
3.03.11;61550;150;120,91 z³
10.07.15;61560;150;42 589,00 z³
26.07.14;61570;150;129,29 z³
6.12.12;62010;150;624,51 z³
6.08.09;62020;150;266,40 z³
10.12.11;62030;150;0,42 z³
1.06.12;62099;150;42 660,00 z³
22.12.14;62510;120;101,46 z³
18.05.12;62520;120;35,32 z³
12.08.16;62530;120;16,89 z³
7.04.12;62550;120;34,54 z³
29.08.14;62560;120;34 213,00 z³
5.12.15;63050;150;31 413,00 z³
5.09.10;64000;150;202,04 z³
24.09.10;64010;150;14,45 z³
23.07.11;64020;150;16 923,00 z³
21.08.12;65540;110;411,02 z³
27.09.12;65550;110;44,33 z³
20.01.14;65570;110;42 403,00 z³
14.08.12;65590;110;41,60 z³
13.10.16;65600;110;207,60 z³
5.04.12;65610;110;29,78 z³
22.02.16;65660;110;15,62 z³
26.07.11;65690;110;44,28 z³
11.03.14;65700;110;198,44 z³
4.07.10;65710;110;611,21 z³
29.11.15;65730;110;24 442,00 z³
3.12.12;65740;110;409,13 z³
1.01.12;65750;110;542,13 z³
29.08.10;65760;110;33 635,00 z³
6.07.09;65770;110;0,54 z³
7.11.13;65900;170;60,75 z³
8.08.13;66010;130;18 719,00 z³
16.04.16;66020;130;170,75 z³
30.07.10;66030;130;41 306,00 z³
10.05.13;66040;130;42 558,00 z³
23.06.13;66050;130;37,46 z³
19.10.15;66070;130;16 316,00 z³
9.08.17;66080;130;42 431,00 z³
19.08.14;66090;130;18 841,00 z³
7.08.17;66100;130;23 833,00 z³
4.05.12;66110;130;0,56 z³
26.08.14;66120;130;17 168,00 z³
6.06.15;66130;130;66,22 z³
13.08.15;66510;140;31,16 z³
2.08.15;66520;140;31,43 z³
2.09.11;66530;140;22,68 z³
18.08.10;66550;140;14,42 z³
4.08.17;68050;170;0,02 z³
18.05.13;71010;120;503,59 z³
21.06.14;71020;120;233,59 z³
19.09.10;71030;120;82,23 z³
26.09.16;71040;120;42 461,00 z³
4.05.14;71050;120;185,92 z³
25.04.14;71060;120;70,49 z³
12.05.17;71070;120;97,63 z³
30.11.10;71080;120;23 924,00 z³
7.01.15;71160;150;91,58 z³
30.11.11;71170;150;245,95 z³
1.01.16;71180;150;42 598,00 z³
28.07.14;71190;150;16 163,00 z³
7.10.14;71200;150;44,41 z³
18.09.12;71240;150;227,45 z³
18.05.14;71299;150;14,83 z³
30.03.16;71310;150; 2,163,50 
11.01.13;71325;150;498,32 z³
15.05.14;71550;150;60,31 z³
3.03.12;71560;140;57,36 z³
27.06.17;72010;110; 2,235,43 
11.05.12;72020;110; 3,240,57 
19.07.13;72040;130;339,60 z³
4.01.15;72050;140;455,24 z³
12.04.12;72060;150; 3,059,01 
14.04.15;72070;150; 3,523,40 
19.11.13;72090;150;663,42 z³
6.11.12;72100;150;17,16 z³
5.02.15;72110;160; 2,409,09 
28.01.13;72120;160; 2,966,02 
15.11.11;72130;160;290,84 z³
2.12.13;72140;160;636,24 z³
13.03.17;72150;165; 1,492,65 
11.03.16;72160;170; 1,564,48 
9.07.10;72999;150;280,31 z³
4.01.14;73010;110;164,87 z³
3.11.11;73010;130;16,80 z³
28.08.13;73010;140;18,40 z³
29.10.09;73010;150;269,26 z³
2.10.12;73010;160;239,46 z³
1.06.11;73010;165;55,65 z³
8.09.15;73010;170;167,46 z³
20.02.11;73020;110;94,78 z³
29.09.10;73020;130;22 129,00 z³
6.06.13;73020;140;14 855,00 z³
21.04.17;73020;150;166,73 z³
9.03.12;73020;160;126,02 z³
8.06.14;73020;165;28,66 z³
28.02.12;73020;170;25,75 z³
6.02.16;73030;110;244,92 z³
6.11.10;73030;150;325,85 z³
20.01.16;73030;160;207,33 z³
23.05.12;73030;165;66,21 z³
4.11.10;73030;170;20,66 z³
8.11.16;73040;110;154,80 z³
14.01.16;73040;150;195,60 z³
6.04.11;73040;160;100,80 z³
7.07.13;73040;165;32,40 z³
30.09.14;73050;110;40,32 z³
4.10.10;73050;130;29 312,00 z³
17.09.13;73050;140;26 755,00 z³
22.03.10;73050;150;71,43 z³
15.05.16;73050;160;56,15 z³
5.02.12;73050;165;11 658,00 z³
21.03.14;73050;170;22,59 z³
24.11.10;80990;110;918,67 z³
3.11.09;81010;110;25,95 z³
26.07.12;81010;160;114,76 z³
12.01.17;81040;160;84,84 z³
4.08.15;81050;160;549,99 z³
10.04.13;81090;160;272,45 z³
3.03.15;81100;160;82,56 z³
29.02.16;81110;160;16 954,00 z³
12.09.15;81120;160;16,00 z³
15.12.12;81130;160;60,38 z³
21.02.16;81150;160;20,26 z³
19.05.10;81170;160;95,59 z³
21.06.11;81200;160;128,25 z³
14.11.13;81210;160;45 231,00 z³
12.07.14;81220;160;0,78 z³
16.04.11;81230;160;141,15 z³
7.12.15;81270;160;42,36 z³
30.04.13;81280;160;14 611,00 z³
11.08.11;81350;160;15 950,00 z³
28.08.12;81900;165;42 496,00 z³
16.04.14;82030;130;15,41 z³
4.08.09;82040;130;24,69 z³
12.02.14;82050;150; 2,458,20 
15.10.10;82060;170;310,07 z³
13.05.16;83010;170;62,22 z³
16.05.17;83020;130;73,60 z³
2.05.16;83020;160;238,08 z³
24.10.11;83020;170;523,85 z³
14.12.16;83030;150;102,71 z³
24.05.10;83050;170;230,46 z³
2.11.12;83060;170;138,42 z³
2.05.13;83070;170;149,74 z³
26.08.16;84020;130;229,20 z³
21.07.13;84020;170;148,54 z³
17.12.14;84030;150;65,00 z³
21.02.10;85010;170;97,36 z³
27.10.15;85510;170;620,00 z³
4.11.11;86010;110;223,12 z³
8.02.14;86010;130;30 987,00 z³
24.02.11;86010;140;27 426,00 z³
27.01.17;86010;150;463,46 z³
16.03.15;86010;160;87,75 z³
26.07.13;86010;165;15,79 z³
7.03.14;86010;170;17,24 z³
15.08.13;86020;150;42 095,00 z³
10.11.16;86030;110;51,36 z³
10.08.11;86040;110; 1,616,12 
22.05.17;86040;150;120,90 z³
11.08.13;86050;110;112,68 z³
30.07.12;86050;150;64,45 z³
28.08.10;86050;160;155,49 z³
30.12.11;86100;110;177,51 z³
7.03.15;86100;120;80,25 z³
12.04.16;86100;150;68,82 z³
16.03.11;86100;160;21 064,00 z³
23.06.16;86100;170;189,66 z³
25.07.16;86140;110;59,55 z³
18.06.11;86150;110;154,84 z³
28.01.15;86180;110;44 256,00 z³
20.11.14;86180;140;19,00 z³
27.01.16;86180;160;963,00 z³
22.09.17;86200;150;439,13 z³
8.02.15;86200;160;108,91 z³
29.09.15;86260;120;47,04 z³
23.11.16;86270;150;52,97 z³
31.10.15;86280;150;198,59 z³
19.04.10;86290;150;204,56 z³
28.01.12;86310;150;74,30 z³
26.01.10;86330;150;387,77 z³
9.03.12;86350;150;116,69 z³
30.07.17;86360;150;200,00 z³
14.03.17;86400;170;0,06 z³
15.04.13;86450;170;42 515,00 z³
23.09.13;86820;170;32 143,00 z³
19.11.13;86830;170;33,67 z³
18.09.09;86840;170;4,00 z³
22.11.15;61510;150;48,54 z³
19.12.09;61520;150;128,64 z³
20.08.11;61530;150;38,77 z³
19.05.11;61540;150;31 809,00 z³
13.06.16;61550;150;120,91 z³
17.01.11;61560;150;42 589,00 z³
19.02.15;61570;150;129,29 z³
18.10.10;62010;150;624,51 z³
30.08.15;62020;150;266,40 z³
13.11.12;62030;150;0,42 z³
9.06.17;62099;150;42 660,00 z³
23.05.10;62510;120;101,46 z³
20.01.11;62520;120;35,32 z³
30.03.13;62530;120;16,89 z³
21.07.15;62550;120;34,54 z³
17.01.15;62560;120;34 213,00 z³
30.11.10;63050;150;31 413,00 z³
3.01.15;64000;150;202,04 z³
20.09.12;64010;150;14,45 z³
24.06.11;64020;150;16 923,00 z³
7.01.14;65540;110;411,02 z³
24.11.15;65550;110;44,33 z³
20.09.10;65570;110;42 403,00 z³
